Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_2398	AtRMS-02_contig_1_2398 rank: E	AtRMS-02_contig_1_2398 rank: E	NA	359	NA	NA	AtRMS-02_contig_1_2398 rank: E	1	0.999	11	200	200	200	21	29	32	25	19	18	12	16	14	21	29	32	25	19	18	12	16	14	21	29	32	25	19	18	12	16	14	488201.53	672750.75	528132.75	758360.8	755101.5	681347.25	307468.8	270278.84	317114.1	88205.29	92784.734	96619.16	121183.75	127107.234	124149.44	66486.086	59465.52	57412.69	NA
AtRMS-02_contig_1_2399	AtRMS-02_contig_1_2399 rank: C; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31] (db=kegg)	AtRMS-02_contig_1_2399 rank: C; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31] (db=kegg)	NA	260	NA	NA	AtRMS-02_contig_1_2399 rank: C; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31] (db=kegg)	1	0.999	22	616	616	616	85	76	76	63	65	67	49	46	61	85	76	76	63	65	67	49	46	61	85	76	76	63	65	67	49	46	61	2153758	2610251.8	2717562	1982637.2	2734901.2	3127719.8	1763111	1705535.6	1624174.8	348014.28	409349.97	356063.56	297304.47	347139.12	395810.1	349749.3	381163.62	288016.72	NA
AtRMS-02_contig_1_240	AtRMS-02_contig_1_240 rank: C; D-aminoacyl-tRNA deacylase [EC:3.1.1.96] (db=kegg)	AtRMS-02_contig_1_240 rank: C; D-aminoacyl-tRNA deacylase [EC:3.1.1.96] (db=kegg)	NA	146	NA	NA	AtRMS-02_contig_1_240 rank: C; D-aminoacyl-tRNA deacylase [EC:3.1.1.96] (db=kegg)	1	0.999	6	61	61	61	11	6	7	2	4	4	6	11	6	11	6	7	2	4	4	6	11	6	11	6	7	2	4	4	6	11	6	211877.77	221684.8	207869.12	64397.53	79941.23	72138.86	199626.16	221531.72	244781.64	76131.35	77448.945	81800.71	83581.88	98658.99	71715.46	94717.625	85778.36	87863.29	NA
AtRMS-02_contig_1_2400	AtRMS-02_contig_1_2400 rank: C; F-box DNA helicase 1 [EC:5.6.2.4] (db=kegg)	AtRMS-02_contig_1_2400 rank: C; F-box DNA helicase 1 [EC:5.6.2.4] (db=kegg)	NA	500	NA	NA	AtRMS-02_contig_1_2400 rank: C; F-box DNA helicase 1 [EC:5.6.2.4] (db=kegg)	1	0.999	18	114	114	114	24	20	17	8	12	16	3	4	1	24	20	17	8	12	16	3	4	1	24	20	17	8	12	16	3	4	1	425135.44	482123.03	374936.8	146755.27	369610.97	151548.7	58342.117	188675.44	20517.623	105007.625	109304.42	116582.85	114340.34	83840.15	119108.13	67141.22	64509.64	0	NA
AtRMS-02_contig_1_2401	AtRMS-02_contig_1_2401 rank: E	AtRMS-02_contig_1_2401 rank: E	NA	457	NA	NA	AtRMS-02_contig_1_2401 rank: E	1	0.999	16	182	182	182	31	31	26	15	17	13	9	18	14	31	31	26	15	17	13	9	18	14	31	31	26	15	17	13	9	18	14	653860.44	1247114	594260.7	184622.53	216726.72	211105.25	372287.03	1216176.6	635394.75	161781.14	196751.69	177184.98	164280.62	158844.25	147030.33	105655.45	107737.016	105267.305	NA
AtRMS-02_contig_1_2402	AtRMS-02_contig_1_2402 rank: C; multicomponent K+:H+ antiporter subunit A (db=kegg)	AtRMS-02_contig_1_2402 rank: C; multicomponent K+:H+ antiporter subunit A (db=kegg)	NA	945	NA	NA	AtRMS-02_contig_1_2402 rank: C; multicomponent K+:H+ antiporter subunit A (db=kegg)	1	0.999	4	23	23	23	2	1	6	3	1	4	2	2	0	2	1	6	3	1	4	2	2	0	2	1	6	3	1	4	2	2	0	43851.04	22207.41	58199.64	32302.248	22247.762	65849.305	32608.742	33807.58	0	24180.498	0	34143.156	0	0	36098.496	25344.773	20222.861	0	NA
AtRMS-02_contig_1_2403	AtRMS-02_contig_1_2403 rank: C; multicomponent K+:H+ antiporter subunit C (db=kegg)	AtRMS-02_contig_1_2403 rank: C; multicomponent K+:H+ antiporter subunit C (db=kegg)	NA	121	NA	NA	AtRMS-02_contig_1_2403 rank: C; multicomponent K+:H+ antiporter subunit C (db=kegg)	0.9997	0.999	2	8	8	8	0	0	6	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	25517.59	13682.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_2404	AtRMS-02_contig_1_2404 rank: C; multicomponent K+:H+ antiporter subunit D (db=kegg)	AtRMS-02_contig_1_2404 rank: C; multicomponent K+:H+ antiporter subunit D (db=kegg)	NA	602	NA	NA	AtRMS-02_contig_1_2404 rank: C; multicomponent K+:H+ antiporter subunit D (db=kegg)	1	0.999	5	73	73	73	7	7	7	10	5	6	4	10	10	7	7	7	10	5	6	4	10	10	7	7	7	10	5	6	4	10	10	152220.28	314023.8	94206.58	79132.336	83586.055	81239.66	144505.92	196483.83	263655.84	84182.49	90442.82	91049.05	37816.742	59417.207	54111.1	84226.086	96967.61	88601.82	NA
AtRMS-02_contig_1_2405	AtRMS-02_contig_1_2405 rank: C; multicomponent K+:H+ antiporter subunit E (db=kegg)	AtRMS-02_contig_1_2405 rank: C; multicomponent K+:H+ antiporter subunit E (db=kegg)	NA	177	NA	NA	AtRMS-02_contig_1_2405 rank: C; multicomponent K+:H+ antiporter subunit E (db=kegg)	1	0.999	4	11	11	11	2	0	4	0	0	4	0	0	0	2	0	4	0	0	4	0	0	0	2	0	4	0	0	4	0	0	0	23929.861	0	48243.742	0	0	86429.05	0	0	0	0	0	24048.861	0	0	40736.492	0	0	0	NA
AtRMS-02_contig_1_2407	AtRMS-02_contig_1_2407 rank: C; multicomponent K+:H+ antiporter subunit G (db=kegg)	AtRMS-02_contig_1_2407 rank: C; multicomponent K+:H+ antiporter subunit G (db=kegg)	NA	132	NA	NA	AtRMS-02_contig_1_2407 rank: C; multicomponent K+:H+ antiporter subunit G (db=kegg)	0.9778	0.999	1	12	12	12	1	1	2	0	0	0	1	3	4	1	1	2	0	0	0	1	3	4	1	1	2	0	0	0	1	3	4	28433.398	43991.69	40075.13	0	657327.5	0	22532.459	33225.266	24172.725	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_2408	AtRMS-02_contig_1_2408 rank: C; ribosome-binding factor A (db=kegg)	AtRMS-02_contig_1_2408 rank: C; ribosome-binding factor A (db=kegg)	NA	134	NA	NA	AtRMS-02_contig_1_2408 rank: C; ribosome-binding factor A (db=kegg)	1	0.999	8	262	262	262	29	26	28	24	27	31	29	21	26	29	26	28	24	27	31	29	21	26	29	26	28	24	27	31	29	21	26	945517.3	927706.9	768417.4	1482610.2	1352399.6	1254643.4	978764.6	1052882.6	978308.8	276582.16	316462.28	302556.12	425309.97	398783.12	436002.53	327021.75	336633.62	326879	NA
AtRMS-02_contig_1_2409	AtRMS-02_contig_1_2409 rank: C; translation initiation factor IF-2 (db=kegg)	AtRMS-02_contig_1_2409 rank: C; translation initiation factor IF-2 (db=kegg)	NA	908	NA	NA	AtRMS-02_contig_1_2409 rank: C; translation initiation factor IF-2 (db=kegg)	1	0.999	61	1955	1955	1955	227	217	171	198	184	182	238	207	233	227	217	171	198	184	182	238	207	233	227	217	171	198	184	182	238	207	233	11722006	12969579	11211272	12782072	15115110	12422334	14992325	13717680	13861797	1035507.1	1177044.5	1088568.9	988774.44	1038244.75	1081719	1253603.5	1187369.9	1170707.2	NA
AtRMS-02_contig_1_241	AtRMS-02_contig_1_241 rank: C; nicotinate phosphoribosyltransferase [EC:6.3.4.21] (db=kegg)	AtRMS-02_contig_1_241 rank: C; nicotinate phosphoribosyltransferase [EC:6.3.4.21] (db=kegg)	NA	405	NA	NA	AtRMS-02_contig_1_241 rank: C; nicotinate phosphoribosyltransferase [EC:6.3.4.21] (db=kegg)	1	0.999	23	471	471	471	38	41	28	43	45	43	50	43	47	38	41	28	43	45	43	50	43	47	38	41	28	43	45	43	50	43	47	1189246.5	1434309.1	1197057.2	1855369.4	1814436.8	1817996.9	1746962.4	1678598.4	1645208.5	164685.67	186771.27	183804.23	218060.02	211123.86	227957.22	245901.48	227751.77	225487.33	NA
AtRMS-02_contig_1_2410	AtRMS-02_contig_1_2410 rank: C; transcription termination/antitermination protein NusA (db=kegg)	AtRMS-02_contig_1_2410 rank: C; transcription termination/antitermination protein NusA (db=kegg)	NA	494	NA	NA	AtRMS-02_contig_1_2410 rank: C; transcription termination/antitermination protein NusA (db=kegg)	1	0.999	37	1520	1520	1520	162	168	163	153	147	153	162	141	171	162	168	163	153	147	153	162	141	171	162	168	163	153	147	153	162	141	171	7694351	8574133	8798783	13401099	14567931	14235282	8693046	8458621	11422452	978857.75	985410.5	1074956.2	1182870.6	1178736.2	1274364.1	914155.4	924627.06	1099185.8	NA
AtRMS-02_contig_1_2411	AtRMS-02_contig_1_2411 rank: C; ribosome maturation factor RimP (db=kegg)	AtRMS-02_contig_1_2411 rank: C; ribosome maturation factor RimP (db=kegg)	NA	174	NA	NA	AtRMS-02_contig_1_2411 rank: C; ribosome maturation factor RimP (db=kegg)	1	0.999	11	358	358	358	30	30	35	36	38	40	29	36	34	30	30	35	36	38	40	29	36	34	30	30	35	36	38	40	29	36	34	854909.2	988231	906244.8	1513024.2	1448288.2	1584819.5	981332.06	1076283	1063530.4	269628.28	297171.78	312062.3	369557.28	345879.72	373431.38	298433.22	334982.97	282835.47	NA
AtRMS-02_contig_1_2412	AtRMS-02_contig_1_2412 rank: C; preprotein translocase subunit SecG (db=kegg)	AtRMS-02_contig_1_2412 rank: C; preprotein translocase subunit SecG (db=kegg)	NA	109	NA	NA	AtRMS-02_contig_1_2412 rank: C; preprotein translocase subunit SecG (db=kegg)	1	0.999	3	161	161	161	17	11	17	16	15	6	11	15	14	17	11	17	16	15	6	11	15	14	17	11	17	16	15	6	11	15	14	140023.72	101584.81	172358.98	345576.6	276544.56	211765.31	223102.52	202142.6	222125.05	80976.19	102926.29	94622.63	182289.48	155137.89	129996.88	130527.68	124742.164	141383.2	NA
AtRMS-02_contig_1_2413	AtRMS-02_contig_1_2413 rank: C; triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	AtRMS-02_contig_1_2413 rank: C; triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	NA	263	NA	NA	AtRMS-02_contig_1_2413 rank: C; triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	1	0.999	11	574	574	574	33	29	31	45	38	28	61	45	50	33	29	31	45	38	28	61	45	50	33	29	31	45	38	28	61	45	50	1302215.6	1638312.4	1893839.9	1815533.2	1811943.4	1534019.6	2155764	2157461.2	1842076.6	420463.3	457160.28	492761.9	501482.47	496845.28	505695.56	630595.94	667286.25	564850.94	NA
AtRMS-02_contig_1_2414	AtRMS-02_contig_1_2414 rank: C; type IV pilus assembly protein PilB (db=kegg)	AtRMS-02_contig_1_2414 rank: C; type IV pilus assembly protein PilB (db=kegg)	NA	570	NA	NA	AtRMS-02_contig_1_2414 rank: C; type IV pilus assembly protein PilB (db=kegg)	1	0.999	37	1569	1569	1569	172	165	161	147	162	149	177	169	183	172	165	161	147	162	149	177	169	183	172	165	161	147	162	149	177	169	183	6535767.5	7240379	6856706	8954959	9001652	9140465	8036720	8220207.5	7680347	1021963.5	1057545.9	1045169.06	1267241.6	1256353.5	1322715.6	1135768.8	1197127.6	1128486.1	NA
AtRMS-02_contig_1_2415	AtRMS-02_contig_1_2415 rank: C; type IV pilus assembly protein PilC (db=kegg)	AtRMS-02_contig_1_2415 rank: C; type IV pilus assembly protein PilC (db=kegg)	NA	408	NA	NA	AtRMS-02_contig_1_2415 rank: C; type IV pilus assembly protein PilC (db=kegg)	1	0.999	23	607	607	607	60	50	39	70	60	51	58	72	53	60	50	39	70	60	51	58	72	53	60	50	39	70	60	51	58	72	53	2058771.8	1801963	1654126.5	3108452.8	3100130.5	3174255.5	2125925	2131127.5	1970576	374509.62	346233.22	353118.47	633520.75	640820.7	666720.2	459398.53	478495.25	407237.28	NA
AtRMS-02_contig_1_2416	AtRMS-02_contig_1_2416 rank: C; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-] (db=kegg)	AtRMS-02_contig_1_2416 rank: C; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-] (db=kegg)	NA	286	NA	NA	AtRMS-02_contig_1_2416 rank: C; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-] (db=kegg)	1	0.999	4	136	136	136	18	15	13	5	6	8	22	19	16	18	15	13	5	6	8	22	19	16	18	15	13	5	6	8	22	19	16	242844.8	209817.6	159041.8	76898.63	81979.56	112644.54	217455.31	231740	169194.75	80872.13	73478.04	71032.91	50522.676	51965.586	93695.64	98182.95	105093.164	94835.07	NA
AtRMS-02_contig_1_2417	AtRMS-02_contig_1_2417 rank: C; dephospho-CoA kinase [EC:2.7.1.24] (db=kegg)	AtRMS-02_contig_1_2417 rank: C; dephospho-CoA kinase [EC:2.7.1.24] (db=kegg)	NA	199	NA	NA	AtRMS-02_contig_1_2417 rank: C; dephospho-CoA kinase [EC:2.7.1.24] (db=kegg)	1	0.999	9	112	112	112	9	14	6	14	12	15	9	9	16	9	14	6	14	12	15	9	9	16	9	14	6	14	12	15	9	9	16	232371.02	284989.22	177857.88	318183.66	320037.6	340078.88	275034.06	271039.8	369522.03	68009.95	77879.01	86034.66	65768.73	72068.984	71845.74	80786.586	73542.07	82977.49	NA
AtRMS-02_contig_1_2419	AtRMS-02_contig_1_2419 rank: C; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185] (db=kegg)	AtRMS-02_contig_1_2419 rank: C; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185] (db=kegg)	NA	249	NA	NA	AtRMS-02_contig_1_2419 rank: C; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185] (db=kegg)	1	0.999	14	132	132	132	8	14	21	13	14	29	11	10	10	8	14	21	13	14	29	11	10	10	8	14	21	13	14	29	11	10	10	159673.52	190970.69	328725.06	300494.16	299276.06	596500.9	225493.84	186296.5	177620	64924.625	80900.45	105251.17	109410.836	109856.13	120906.92	67865.91	80697.27	92163.79	NA
AtRMS-02_contig_1_242	AtRMS-02_contig_1_242 rank: C; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] (db=kegg)	AtRMS-02_contig_1_242 rank: C; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] (db=kegg)	NA	280	NA	NA	AtRMS-02_contig_1_242 rank: C; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] (db=kegg)	1	0.999	10	129	129	129	13	12	13	11	12	14	13	12	7	13	12	13	11	12	14	13	12	7	13	12	13	11	12	14	13	12	7	353739.88	392437.97	400319.75	301644.3	359241.56	435127.75	307075.38	313112.47	269161.2	102226.34	97853.8	123601.74	82915.914	72021.04	98281.52	78417.695	90033.445	109888.88	NA
AtRMS-02_contig_1_2420	AtRMS-02_contig_1_2420 rank: C; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2] (db=kegg)	AtRMS-02_contig_1_2420 rank: C; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2] (db=kegg)	NA	107	NA	NA	AtRMS-02_contig_1_2420 rank: C; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2] (db=kegg)	1	0.999	13	1143	1143	1143	75	85	67	66	67	54	97	87	93	75	85	67	66	67	54	97	87	93	75	85	67	66	67	54	97	87	93	7355147	8717745	6436667	7319938	7259538	6643724.5	10396215	10705879	10363595	2004991	2367290.2	2056728.8	1881896	1787468.8	2016812.1	2504483.8	2722611.2	2454104	NA
AtRMS-02_contig_1_2421	AtRMS-02_contig_1_2421 rank: C; DNA repair protein RecN (Recombination protein N) (db=kegg)	AtRMS-02_contig_1_2421 rank: C; DNA repair protein RecN (Recombination protein N) (db=kegg)	NA	553	NA	NA	AtRMS-02_contig_1_2421 rank: C; DNA repair protein RecN (Recombination protein N) (db=kegg)	1	0.999	30	606	606	606	68	77	60	50	58	55	78	74	59	68	77	60	50	58	55	78	74	59	68	77	60	50	58	55	78	74	59	1543267.8	1657669.6	1506879.5	1273280.5	1302874.8	1813903.5	1602984.6	1695632	1448190.9	210078.3	221836.88	201530.38	155754.92	156770.86	185721.52	224199.39	217434.84	208729.02	NA
AtRMS-02_contig_1_2422	AtRMS-02_contig_1_2422 rank: C; putative transcriptional regulator (db=kegg)	AtRMS-02_contig_1_2422 rank: C; putative transcriptional regulator (db=kegg)	NA	184	NA	NA	AtRMS-02_contig_1_2422 rank: C; putative transcriptional regulator (db=kegg)	1	0.999	6	90	90	90	10	9	6	15	14	8	6	10	11	10	9	6	15	14	8	6	10	11	10	9	6	15	14	8	6	10	11	569890.25	191634.67	112609.8	278706.9	287586.66	314696.97	155690.94	522996.5	173767.72	94652.77	107836.016	86602.555	118142.97	124449.88	130962.54	119408.25	99356.625	84306.82	NA
AtRMS-02_contig_1_2423	AtRMS-02_contig_1_2423 rank: C; putative pre-16S rRNA nuclease [EC:3.1.-.-] (db=kegg)	AtRMS-02_contig_1_2423 rank: C; putative pre-16S rRNA nuclease [EC:3.1.-.-] (db=kegg)	NA	147	NA	NA	AtRMS-02_contig_1_2423 rank: C; putative pre-16S rRNA nuclease [EC:3.1.-.-] (db=kegg)	1	0.999	9	109	109	109	10	12	10	15	13	12	14	11	12	10	12	10	15	13	12	14	11	12	10	12	10	15	13	12	14	11	12	165134.5	193138.55	165529.97	250463.95	279864.88	244430.66	207951.9	199628.16	201278.33	47420.27	47768.066	47675.215	60750.766	58728.676	65227.1	53417.91	52462.12	46859.56	NA
AtRMS-02_contig_1_2424	AtRMS-02_contig_1_2424 rank: D; IclR helix-turn-helix domain [PF09339.16] (db=pfam)	AtRMS-02_contig_1_2424 rank: D; IclR helix-turn-helix domain [PF09339.16] (db=pfam)	NA	260	NA	NA	AtRMS-02_contig_1_2424 rank: D; IclR helix-turn-helix domain [PF09339.16] (db=pfam)	1	0.999	20	361	361	361	40	31	42	33	38	39	40	45	38	40	31	42	33	38	39	40	45	38	40	31	42	33	38	39	40	45	38	898757	902009.75	1127165.6	957228	1153240.6	1094142.4	999181.6	1024255.06	1022105.4	136977.81	143035.14	166776.11	154337.22	152423.5	174774.33	142060.88	157684.16	150571.64	NA
AtRMS-02_contig_1_2426	AtRMS-02_contig_1_2426 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	AtRMS-02_contig_1_2426 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	NA	600	NA	NA	AtRMS-02_contig_1_2426 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	1	0.999	16	143	143	143	5	3	5	14	19	10	27	23	23	5	3	5	14	19	10	27	23	23	5	3	5	14	19	10	27	23	23	115970.63	31962.695	52819.71	188315.94	177467.97	199846.88	556604	330255.78	341400.8	39155.14	27789.629	34308.008	69051.266	61065.047	78000.46	62391.367	67353.234	68590.26	NA
AtRMS-02_contig_1_2427	AtRMS-02_contig_1_2427 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)	AtRMS-02_contig_1_2427 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)	NA	195	NA	NA	AtRMS-02_contig_1_2427 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)	1	0.999	3	61	61	61	2	5	6	4	4	6	6	4	7	2	5	6	4	4	6	6	4	7	2	5	6	4	4	6	6	4	7	55153.36	127273.28	137443.66	238998.03	247938.81	197351.78	105587.555	114586.79	150140.31	0	89082.58	95363.28	127729.84	139346.3	108054.375	72267.15	79096.94	85377.516	NA
AtRMS-02_contig_1_2428	AtRMS-02_contig_1_2428 rank: D; Acyl-CoA thioesterase C-terminal domain [PF20789.3] (db=pfam)	AtRMS-02_contig_1_2428 rank: D; Acyl-CoA thioesterase C-terminal domain [PF20789.3] (db=pfam)	NA	264	NA	NA	AtRMS-02_contig_1_2428 rank: D; Acyl-CoA thioesterase C-terminal domain [PF20789.3] (db=pfam)	1	0.999	8	104	104	104	6	5	6	23	20	17	6	6	15	6	5	6	23	20	17	6	6	15	6	5	6	23	20	17	6	6	15	106099.65	118693.45	162738.28	527886.5	509033.47	573442.7	180703.4	234273.05	198826.06	61163.45	73438.12	88590.98	184395.48	178969.72	184294.94	122603.85	113338.07	91282.15	NA
AtRMS-02_contig_1_2429	AtRMS-02_contig_1_2429 rank: C; excinuclease ABC subunit C (db=kegg)	AtRMS-02_contig_1_2429 rank: C; excinuclease ABC subunit C (db=kegg)	NA	599	NA	NA	AtRMS-02_contig_1_2429 rank: C; excinuclease ABC subunit C (db=kegg)	1	0.999	32	378	378	378	46	48	38	26	24	31	57	57	50	46	48	38	26	24	31	57	57	50	46	48	38	26	24	31	57	57	50	590341	566996.25	609282.1	293385.16	304183.97	431067.5	840439.75	927774.25	819724.75	59893.094	61708.586	72689.836	50277.36	49236.312	52716.082	83561.64	80191.63	72990.87	NA
AtRMS-02_contig_1_243	AtRMS-02_contig_1_243 rank: C; phosphatidylserine decarboxylase [EC:4.1.1.65] (db=kegg)	AtRMS-02_contig_1_243 rank: C; phosphatidylserine decarboxylase [EC:4.1.1.65] (db=kegg)	NA	286	NA	NA	AtRMS-02_contig_1_243 rank: C; phosphatidylserine decarboxylase [EC:4.1.1.65] (db=kegg)	1	0.999	15	438	438	438	32	38	34	31	33	29	37	38	49	32	38	34	31	33	29	37	38	49	32	38	34	31	33	29	37	38	49	1637665.4	1630858.2	1699830.1	1747745.6	2229881	1891616.5	1825863.6	1798408.6	2060612.5	268629.47	269822.84	272522.7	307375.2	298963.66	296575.97	288640.94	289660.94	298441.75	NA
AtRMS-02_contig_1_2430	AtRMS-02_contig_1_2430 rank: D; AAA domain (Cdc48 subfamily) [PF07724.20]; AAA domain (dynein-related subfamily) [PF07728.20]; C-terminal, D2-small domain, of ClpB protein [PF10431.15] (db=pfam)	AtRMS-02_contig_1_2430 rank: D; AAA domain (Cdc48 subfamily) [PF07724.20]; AAA domain (dynein-related subfamily) [PF07728.20]; C-terminal, D2-small domain, of ClpB protein [PF10431.15] (db=pfam)	NA	354	NA	NA	AtRMS-02_contig_1_2430 rank: D; AAA domain (Cdc48 subfamily) [PF07724.20]; AAA domain (dynein-related subfamily) [PF07728.20]; C-terminal, D2-small domain, of ClpB protein [PF10431.15] (db=pfam)	1	0.999	6	9	9	9	0	0	2	1	0	1	1	0	0	0	0	2	1	0	1	1	0	0	0	0	2	1	0	1	1	0	0	0	0	10781.195	33302.586	0	9835.371	42092.164	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_2431	AtRMS-02_contig_1_2431 rank: D; Bacterial PH domain [PF06713.17] (db=pfam)	AtRMS-02_contig_1_2431 rank: D; Bacterial PH domain [PF06713.17] (db=pfam)	NA	138	NA	NA	AtRMS-02_contig_1_2431 rank: D; Bacterial PH domain [PF06713.17] (db=pfam)	1	0.999	5	67	67	67	7	6	7	2	5	3	10	7	7	7	6	7	2	5	3	10	7	7	7	6	7	2	5	3	10	7	7	287246.47	266671.28	317680.9	125361.35	218982.86	291405.62	270563.4	247903.81	294997.25	154784.36	118054.47	219111.4	0	150813.47	190893.64	188283.39	175489.62	126690.516	NA
AtRMS-02_contig_1_2432	AtRMS-02_contig_1_2432 rank: C; beta-hydroxylase [EC:1.14.11.-] (db=kegg)	AtRMS-02_contig_1_2432 rank: C; beta-hydroxylase [EC:1.14.11.-] (db=kegg)	NA	304	NA	NA	AtRMS-02_contig_1_2432 rank: C; beta-hydroxylase [EC:1.14.11.-] (db=kegg)	1	0.999	10	127	127	127	6	8	10	7	12	7	13	13	20	6	8	10	7	12	7	13	13	20	6	8	10	7	12	7	13	13	20	46169.945	50045.258	73083	104426.02	125789.53	86402.836	144699.36	143471.2	219507.05	28472.014	27084.578	24512.611	32292.1	31194.447	36908.566	37119.17	41672.16	32658.682	NA
AtRMS-02_contig_1_2433	AtRMS-02_contig_1_2433 rank: C; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] (db=kegg)	AtRMS-02_contig_1_2433 rank: C; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] (db=kegg)	NA	717	NA	NA	AtRMS-02_contig_1_2433 rank: C; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] (db=kegg)	1	0.999	74	11283	11283	11283	524	508	407	733	733	680	983	900	937	524	508	407	733	733	680	983	900	937	524	508	407	733	733	680	983	900	937	35674572	37659940	33050258	92095888	92442936	84014896	89679168	84979368	88441288	2315114.2	2315450	2299938.2	5139519.5	5030814	4978457	5136825	4847954	5004454.5	NA
